gene	G1	G2	G3	G4	N1	N2	N3	N4	N5
FBgn0036880	0	0	2	0	0	0	0	0	0
FBgn0036881	0	0	0	0	0	0	0	0	0
FBgn0036882	48	0	2	158	1019	7	76	467	436
FBgn0264477	0	0	0	0	0	0	0	0	0
FBgn0262517	0	2	15	136	2926	121	858	4	1035
FBgn0260461	0	0	0	1	0	0	0	1	0
FBgn0036886	451	203	0	0	117	0	0	2	752
FBgn0265888	51	2	52	0	0	0	0	0	0
FBgn0265887	0	0	0	0	0	0	0	0	0
FBgn0267576	0	0	0	2	0	0	1	0	9
FBgn0262373	0	0	0	0	0	0	0	0	0
FBgn0005564	1	5	1	0	28	49	297	508	345
FBgn0036887	412	402	278	34	334	37	280	130	0
FBgn0036888	592	414	1301	37	2717	142	792	201	605
FBgn0036889	3	1	1	1	9	45	294	75	230
FBgn0005386	4	144	0	27	1118	133	791	474	596
FBgn0010417	486	64	0	0	1909	163	1010	428	481
FBgn0036890	0	3	0	0	20	59	481	226	119
FBgn0020277	0	0	0	0	1	0	0	0	0
FBgn0036891	0	0	0	0	0	0	0	0	0
FBgn0036892	53	960	4	119	578	2	3	62	637
FBgn0036893	0	0	174	0	294	4	9	498	96
FBgn0260655	767	164	197	3	371	1	11	67	89
FBgn0029094	354	365	173	8	1088	5	74	166	457
FBgn0036895	0	0	0	0	0	0	0	0	47
FBgn0036896	0	37	132	1	153	1	20	425	130
FBgn0036897	33	1	135	5	426	40	207	488	3
FBgn0022774	2561	2479	1136	50	0	0	0	1	169
FBgn0036899	5	107	33	1	12	1	2	36	70
FBgn0265889	0	0	0	0	0	0	0	0	0
FBgn0036900	1	448	2	0	281	10	38	14	56
FBgn0004623	0	0	0	0	0	0	0	1	0
FBgn0261341	75	0	0	0	23	15	11	49	15
FBgn0260653	0	1	0	0	20	4	7	33	11
FBgn0262516	0	0	0	0	0	0	0	0	0
FBgn0261360	0	0	0	0	0	0	0	0	0
FBgn0260434	0	0	0	0	0	0	0	0	0
FBgn0261361	0	0	0	0	0	0	0	0	0
FBgn0266136	0	0	0	0	0	0	0	0	0
FBgn0036905	0	0	0	0	0	0	0	0	0
FBgn0261283	3387	3626	850	69	752	121	908	407	3024
FBgn0262393	0	0	0	0	0	0	0	0	0
FBgn0036906	1	0	0	0	0	1	3	0	0
FBgn0260874	1	230	1	52	3	14	120	120	3
FBgn0036908	333	174	161	15	1256	65	346	37	2
FBgn0036909	272	208	226	0	4	23	130	159	226
FBgn0083952	0	0	0	0	0	0	0	0	0
FBgn0040786	11	128	20	1	107	1	3	0	43
FBgn0024889	20	4	3	18	464	104	826	122	555
FBgn0036910	0	0	176	0	0	0	0	0	0
FBgn0023094	233	4	634	54	5	10	145	253	2
FBgn0036911	6	46	333	5	265	33	391	193	478
FBgn0013799	64	522	299	33	1192	103	667	483	65
FBgn0003744	6	3	184	53	805	45	246	32	600
FBgn0052221	356	0	146	0	2	0	0	79	1
FBgn0001324	78	0	0	3	3	1	26	99	538
FBgn0020389	568	246	814	38	1467	49	483	170	488
FBgn0266982	0	0	0	0	0	0	0	0	0
FBgn0262518	621	1355	55	165	1069	132	928	448	2142
FBgn0036913	2	1	23	11	565	29	246	401	128
FBgn0262519	1086	396	503	260	3584	702	4199	1728	2590
FBgn0014037	4892	2590	682	313	1940	40	206	557	1407
FBgn0052218	1	52	78	39	0	1	26	1	0
FBgn0264481	115	0	0	0	102	12	55	0	0
FBgn0036915	1	6	305	0	1731	13	31	533	490
FBgn0036916	1	0	358	0	3	0	0	1	0
FBgn0028695	1617	3815	1252	132	3467	261	1695	690	1595
FBgn0020887	58	0	137	6	4	2	2	332	3
FBgn0036918	390	431	344	53	732	51	521	378	338
FBgn0036919	392	242	267	16	316	11	41	259	372
FBgn0036920	291	0	0	1	672	24	165	156	0
FBgn0036921	1449	2174	1810	285	3258	234	1309	733	1052
FBgn0267238	0	0	0	0	0	0	0	0	0
FBgn0004852	5	118	35	11	496	6	14	35	46
FBgn0052219	0	1	0	0	0	0	0	0	0
FBgn0085287	0	0	0	0	0	0	0	1	0
FBgn0053710	0	0	0	0	0	0	0	0	0
FBgn0261507	0	0	0	0	0	0	0	0	0
FBgn0261506	0	1	0	0	0	1	1	0	1
FBgn0259148	0	0	0	0	0	1	2	0	0
FBgn0036922	195	637	124	0	987	7	55	3	158
FBgn0036923	0	0	0	0	0	1	0	1	0
FBgn0036924	0	0	0	0	0	0	0	1	0
FBgn0036925	0	0	0	0	0	0	0	1	0
FBgn0052220	1081	831	221	5	0	11	54	0	33
FBgn0005633	0	0	0	1	0	0	2	9	21
FBgn0266654	3	0	0	6	1	0	1	1	17
FBgn0013303	604	992	422	68	1366	152	826	514	877
FBgn0036926	14	42	259	71	3149	383	1741	1581	1808
FBgn0036927	16989	32694	15559	2637	6537	384	3154	1248	1803
FBgn0036928	1731	1992	1377	154	2093	210	1002	747	1314
FBgn0036929	541	988	166	77	2	0	2	241	35
FBgn0261574	651	1203	167	44	321	47	390	514	620
FBgn0036931	0	5	0	0	1	28	218	1	90
FBgn0036932	496	66	155	21	0	65	495	2	408
FBgn0036934	71	0	114	1	731	39	200	68	730
FBgn0036935	3	9	4	0	2196	161	776	343	1897
FBgn0265890	1	0	0	0	0	0	0	0	0
FBgn0036936	0	0	0	0	1	0	1	1	0
FBgn0036937	1	0	1	0	9	2	7	15	1
FBgn0036938	0	0	0	0	0	0	0	0	0
FBgn0036939	0	0	0	0	0	0	0	1	0
FBgn0005198	209	0	241	75	31	1	0	1	147
FBgn0036940	0	0	0	0	0	0	0	0	0
FBgn0036941	0	0	0	0	0	0	0	0	0
FBgn0036942	51	0	0	0	0	0	0	0	13
FBgn0261556	313	35	27	13	389	32	243	207	381
FBgn0267604	0	0	0	0	0	0	0	0	0
FBgn0036945	0	0	0	0	36	0	0	0	0
FBgn0262022	0	0	0	0	0	0	0	0	0
FBgn0036947	0	1	285	16	0	0	0	2	29
FBgn0036948	0	0	83	66	2	1	0	11	173
FBgn0036949	0	0	0	0	0	0	0	0	0
FBgn0036950	0	0	0	0	0	0	0	0	0
FBgn0052224	0	0	0	0	0	0	0	0	0
FBgn0036951	0	0	0	0	0	0	0	0	0
FBgn0036952	1	0	0	0	1	0	0	0	0
FBgn0036953	0	0	0	0	0	0	0	0	0
FBgn0260393	0	0	0	0	0	0	0	0	0
FBgn0260397	3	65	1	0	10	14	127	32	0
FBgn0036956	0	0	0	0	0	0	0	39	0
FBgn0036958	83	149	350	6	1367	72	544	385	2578
FBgn0024814	1661	1488	1250	240	1327	160	1036	473	828
FBgn0036959	1	0	0	17	0	6	59	29	0
FBgn0265959	0	19	89	0	52	27	220	79	38
FBgn0264468	0	0	0	0	0	2	4	0	0
FBgn0052228	2	22	559	1	11	12	72	0	0
FBgn0052227	2	1	113	5	2334	26	149	851	810
FBgn0036962	0	1	491	0	0	5	21	1	310
FBgn0264482	0	0	0	0	1	0	0	0	13
FBgn0036964	286	0	189	0	1	2	1	72	293
FBgn0052226	0	0	0	0	1362	18	131	564	96
FBgn0036967	41	1	385	76	1180	107	444	241	1591
FBgn0264464	0	0	0	0	0	0	0	0	0
FBgn0052225	0	0	1	41	2378	114	1008	841	2027
FBgn0003124	318	681	84	0	1820	147	908	26	1056
FBgn0250791	780	360	2027	111	3855	291	1727	1161	2743
FBgn0264467	0	0	0	0	65	0	0	0	0
FBgn0262057	16	119	0	47	503	0	0	2	0
FBgn0036969	0	0	0	0	0	0	0	0	0
FBgn0036972	0	2	2	1	0	0	0	3	0
FBgn0036970	0	0	0	0	0	0	0	0	0
FBgn0266934	0	0	0	0	0	0	0	0	0
FBgn0036973	4	476	413	0	364	33	243	290	0
FBgn0036974	1398	1853	1430	214	2893	177	1041	1035	2690
FBgn0036975	1	1	317	2	958	50	326	2	1624
FBgn0024887	0	186	63	2	403	70	477	177	193
FBgn0036977	0	0	1	3	0	0	0	69	102
FBgn0259676	0	0	0	31	269	35	225	182	140
FBgn0036978	0	0	0	0	0	0	1	0	0
FBgn0001259	0	0	0	0	0	0	0	0	0
FBgn0036979	0	0	0	0	0	0	0	0	0
FBgn0001247	251	131	231	38	5254	35	124	761	1179
FBgn0036980	608	1046	591	225	3221	75	467	1384	2100
FBgn0027565	62	10	64	7	16	0	1	208	2
FBgn0011205	42	24	229	64	466	19	174	5	170
FBgn0264572	0	0	0	0	9	0	7	0	0
FBgn0053969	0	1	0	0	544	96	440	14	189
FBgn0267237	0	0	0	0	0	0	0	0	0
FBgn0028978	9	1	532	4	0	31	259	279	203
FBgn0267635	0	0	249	0	96	7	44	70	391
FBgn0036984	4	3	58	2	3897	76	829	1242	3025
FBgn0036985	24	0	3	0	14	10	26	28	11
FBgn0036986	2	67	72	0	1306	136	1314	129	1307
FBgn0036987	0	0	0	49	1	26	228	61	80
FBgn0036988	158	0	41	108	2	1	1	2	276
FBgn0029158	2	0	1	10	1	0	0	0	25
FBgn0284421	755	1	325	67	812	141	1274	503	929
FBgn0036990	285	1	202	44	0	16	260	74	312
FBgn0036991	22	0	0	0	279	1	0	99	0
FBgn0036992	124	0	0	0	234	0	1	1	0
FBgn0266686	3	0	0	0	5	0	0	0	0
FBgn0264571	59	1	0	0	119	1	0	2	49
FBgn0036993	2	286	72	3	699	43	214	292	12
FBgn0036994	0	1	141	0	112	30	347	0	1
FBgn0083120	80	13	43	0	37	3	39	40	0
FBgn0086082	0	0	0	0	0	0	0	0	0
FBgn0082949	0	0	0	0	8	1	9	0	0
FBgn0082948	0	0	0	0	4	0	0	0	0
FBgn0082947	0	0	0	0	5	0	0	0	0
FBgn0036995	0	0	38	0	426	0	0	21	0
FBgn0036996	0	0	0	0	0	0	1	60	0
FBgn0261832	0	0	0	0	0	0	0	58	0
FBgn0036997	624	371	1188	1	0	3	24	247	0
FBgn0052428	779	1392	490	117	1705	89	663	420	975
FBgn0036998	195	164	345	36	2	0	0	144	98
FBgn0036999	193	565	847	53	1	5	34	2	249
FBgn0037000	1227	7	863	15	5	17	161	0	0
FBgn0037001	991	1907	1086	221	1369	103	1243	344	1927
FBgn0052425	756	765	904	95	15	19	94	480	568
FBgn0037003	0	396	1	0	0	16	141	1	39
FBgn0037004	0	0	0	0	0	3	5	0	5
FBgn0037005	0	0	0	0	0	0	0	0	0
FBgn0037007	4642	8697	2792	648	1782	167	730	529	176
FBgn0037008	173	164	278	91	1	14	207	1	493
FBgn0037009	175	627	209	26	22	2	29	59	44
FBgn0037010	16	540	50	13	30	4	23	1	43
FBgn0037011	678	247	0	26	288	26	212	139	11
FBgn0037012	0	75	34	44	1	0	0	1	0
FBgn0037013	0	0	1	14	0	0	0	0	0
FBgn0284411	0	0	0	0	0	0	0	1	0
FBgn0284412	0	0	0	0	0	0	0	0	0
FBgn0001323	12	542	12	4	1	0	1	19	1
FBgn0265895	0	0	0	0	1	0	0	2	0
FBgn0265894	0	122	0	1	0	0	0	0	0
FBgn0265891	0	0	0	0	0	0	0	0	0
FBgn0265892	0	5	0	0	0	0	0	1	0
FBgn0265893	0	0	0	0	0	0	0	0	0
FBgn0037014	0	0	0	0	0	0	0	0	0
FBgn0265896	0	0	0	0	0	0	0	0	0
FBgn0001320	4	31	0	0	0	0	0	77	28
FBgn0037015	2	57	51	0	491	66	406	494	27
FBgn0085289	0	0	0	0	0	0	0	1	0
FBgn0264573	0	0	0	0	0	0	1	6	0
FBgn0037016	179	1279	443	54	7	0	0	32	0
FBgn0045474	0	0	24	0	0	0	0	0	0
FBgn0053912	0	0	0	0	0	0	0	0	0
FBgn0262896	0	0	0	0	0	0	0	0	0
FBgn0037017	90	1	0	86	668	11	154	0	88
FBgn0040634	1	0	45	13	0	0	0	0	0
FBgn0037018	1	180	0	0	71	11	116	105	0
FBgn0016696	565	107	648	192	1585	96	563	540	228
FBgn0037019	0	0	0	37	1	25	259	0	135
FBgn0037020	627	2	426	5	269	32	250	10	63
FBgn0037021	75	0	547	1	313	120	808	380	584
FBgn0037022	42	0	0	49	0	31	327	1	0
FBgn0027364	0	0	0	0	0	0	0	0	0
FBgn0263844	0	0	0	0	0	0	0	0	0
FBgn0263845	0	0	0	0	0	0	0	0	0
FBgn0037023	0	1	0	13	0	0	0	1	1
FBgn0037024	237	68	360	30	62	43	354	181	267
FBgn0037025	742	0	234	1	1153	128	700	2	282
FBgn0037026	1	16	7	2	66	15	147	68	29
FBgn0037027	26	1250	437	95	1801	5	1	888	1172
FBgn0037028	350	17	0	54	2936	171	1424	588	47
FBgn0259243	1072	1127	641	74	4223	471	2537	2115	2318
FBgn0086915	0	1	0	0	1	0	0	1	0
FBgn0266933	0	0	0	0	0	2	12	1	0
FBgn0037030	0	0	0	0	0	0	2	1	0
FBgn0040636	0	41	84	11	0	17	122	89	1
FBgn0267605	0	0	0	0	0	0	0	0	0
FBgn0027055	860	879	670	33	2919	293	1660	278	1
FBgn0037031	0	1	177	3	505	11	98	5	16
FBgn0052432	2	1	177	0	361	25	170	150	304
FBgn0265897	0	0	0	13	1	0	0	0	0
FBgn0259972	0	0	0	0	0	0	0	0	41
FBgn0264552	0	0	0	0	0	0	0	0	6
FBgn0266932	0	0	0	0	0	0	0	0	0
FBgn0040637	0	0	0	0	0	0	0	0	0
FBgn0267297	0	0	0	0	0	0	0	0	0
FBgn0264551	0	0	0	0	0	0	0	0	0
FBgn0267298	0	0	0	0	0	0	0	1	0
FBgn0264550	152	0	0	0	0	0	0	0	0
FBgn0011591	303	293	554	23	16	0	0	0	0
FBgn0037035	11	0	0	0	0	0	0	65	0
FBgn0266778	0	0	0	0	0	0	0	0	0
FBgn0037036	0	6	0	0	0	0	0	0	0
FBgn0037037	0	0	0	0	0	0	0	0	0
FBgn0037038	0	0	0	0	0	0	0	0	0
FBgn0037039	0	0	1	0	0	0	0	0	0
FBgn0037040	1	0	0	0	0	0	0	0	0
FBgn0053287	0	0	0	0	0	0	0	0	0
FBgn0053286	0	0	0	27	0	0	0	0	0
FBgn0053283	0	0	0	0	0	0	0	0	0
FBgn0037042	0	0	0	0	0	0	0	0	0
FBgn0003415	347	203	332	115	481	161	881	959	1182
FBgn0267606	0	0	0	0	36	0	0	2	0
FBgn0263486	0	0	0	0	0	0	0	0	0
FBgn0037044	8	5	55	20	229	39	234	0	228
FBgn0267451	0	0	0	0	0	0	0	0	0
FBgn0037045	78	1	23	0	556	0	0	2	75
FBgn0028402	428	0	84	0	0	1	7	1	264
FBgn0037046	0	112	37	8	0	0	3	0	0
FBgn0026179	192	71	332	187	3935	224	1342	587	1805
FBgn0262482	0	0	0	0	0	1	0	1	0
FBgn0020294	155	21	0	0	3	76	461	1	34
FBgn0053285	0	0	0	0	0	0	0	0	0
FBgn0267607	0	0	0	0	0	0	0	0	0
FBgn0264566	0	0	1	1	0	1	0	2	1
FBgn0053284	1	2	15	1	3	0	2	0	1
FBgn0037050	43	1	179	1	912	33	356	316	167
FBgn0037051	314	0	977	34	2586	102	586	1056	120
FBgn0024150	941	158	200	39	22	22	109	38	44
FBgn0021760	539	2122	61	40	1660	10	166	498	954
FBgn0270926	1710	566	848	60	72	1	0	86	97
FBgn0259239	6	5	4	0	1826	47	296	200	1115
FBgn0267613	3	0	0	0	0	0	0	25	2
FBgn0041100	0	0	0	0	132	0	1	0	0
FBgn0085290	0	148	0	8	165	0	0	3	0
FBgn0053054	35	298	178	6	0	0	0	0	0
FBgn0053056	1689	2710	2416	214	2	0	0	2	1
FBgn0037057	263	125	565	98	5	47	338	15	100
FBgn0037059	0	0	0	0	0	0	0	0	0
FBgn0037060	10	7	16	5	596	133	975	423	196
FBgn0037061	1	0	162	0	282	17	98	2	72
FBgn0028427	91	882	224	62	681	10	48	6	0
FBgn0262855	1	0	0	0	49	1	0	1	0
FBgn0004865	28	69	123	15	62	1	0	59	36
FBgn0262854	1	0	0	0	0	0	0	1	0
FBgn0037063	105	117	165	28	168	24	104	31	320
FBgn0037064	1	0	0	1	0	1	0	42	11
FBgn0266655	0	0	0	0	0	0	0	0	0
FBgn0012034	8	222	609	0	1475	247	2255	1102	2685
FBgn0027945	313	0	509	12	1	15	145	173	107
FBgn0037065	2	0	3	3	0	0	0	1	0
FBgn0259785	238	122	819	108	2923	54	457	1234	820
FBgn0037067	0	0	0	0	239	0	0	1	1
FBgn0037068	1	0	0	0	0	0	0	0	0
FBgn0000551	0	0	0	0	0	0	0	0	1
FBgn0263841	0	0	2	0	2	0	0	0	3
FBgn0037069	1	0	0	0	0	1	0	0	0
FBgn0266981	0	0	0	0	0	0	1	0	0
FBgn0037070	3	7	0	2	53	1	3	3	0
FBgn0267614	0	0	0	0	0	0	0	0	0
FBgn0037071	2	95	6	0	468	0	1	9	60
FBgn0003042	117	111	743	1	1513	64	365	251	22
FBgn0267234	0	0	0	0	0	0	0	3	7
FBgn0086913	6	5	1	0	1537	114	618	381	1092
FBgn0267737	0	0	0	0	0	0	0	0	0
FBgn0037073	1531	739	298	8	1389	43	432	481	1
FBgn0037074	71	1320	582	94	1694	91	678	11	512
FBgn0052436	3	1	0	1	0	0	1	3	263
FBgn0037076	0	1	19	2	231	1	21	221	0
FBgn0037078	1	0	0	0	0	0	0	1	0
FBgn0052437	1	0	0	0	2	1	0	2	2
FBgn0052440	1	2	0	0	1	0	0	0	1
FBgn0261258	1190	1587	1633	289	428	160	999	911	1254
FBgn0267615	0	0	0	0	27	0	0	0	0
FBgn0002842	0	1	0	0	422	11	88	1	1
FBgn0267616	0	0	0	0	0	0	0	23	0
FBgn0037081	155	5	5	22	705	101	755	649	1342
FBgn0053288	2	2	1	0	5	4	28	17	89
FBgn0005694	398	6	16	1	843	173	1110	699	1011
FBgn0037082	16	0	0	69	12	1	0	128	637
FBgn0283479	160	3	2	11	57	0	0	3	2
FBgn0267849	725	423	522	139	1225	178	1029	439	211
FBgn0014143	0	0	10	0	3	0	0	0	0
FBgn0037085	0	0	0	0	0	0	0	0	0
FBgn0037086	0	0	0	0	0	0	0	0	0
FBgn0037087	488	202	399	6	328	6	12	64	128
FBgn0015239	176	0	151	20	0	48	367	21	15
FBgn0264554	0	3	0	1	2	0	0	0	2
FBgn0264561	919	2202	1345	34	906	46	332	229	41
FBgn0037090	0	0	0	0	0	0	0	0	0
FBgn0037092	2	819	76	44	305	63	689	314	234
FBgn0026371	0	15	0	9	479	3	34	332	16
FBgn0037093	91	195	1	135	1449	142	734	491	649
FBgn0037094	99	49	24	0	165	160	709	400	54
FBgn0052442	3	1	0	10	1	2	31	27	60
FBgn0264469	0	0	0	0	0	0	1	0	0
FBgn0029152	8	715	1227	1	1018	99	488	855	255
FBgn0053289	0	0	0	0	0	0	0	0	5
FBgn0015283	733	130	438	136	1746	252	1239	753	1236
FBgn0263911	850	986	414	32	1166	51	476	312	921
FBgn0028663	1792	1248	1201	256	303	22	298	289	376
FBgn0053290	0	1	0	22	0	0	0	0	0
FBgn0037098	28	1093	155	0	683	167	1330	12	250
FBgn0037099	0	0	0	0	0	0	9	0	0
FBgn0037100	0	0	0	0	56	19	138	2	0
FBgn0037101	0	0	0	0	2	0	0	0	0
FBgn0037102	0	685	39	0	528	29	176	60	3
FBgn0052438	448	2	499	1	0	104	828	473	471
FBgn0262330	0	0	0	0	0	0	0	0	0
FBgn0052441	739	122	3	2	759	22	358	219	485
FBgn0264567	0	0	0	0	0	0	0	0	0
FBgn0285994	0	0	0	0	0	0	0	0	0
FBgn0261953	0	0	0	0	3	39	159	2	641
FBgn0264568	0	0	0	0	0	0	0	0	0
FBgn0037105	0	3	2	0	14	11	51	25	1
FBgn0037106	0	636	253	0	923	65	758	97	343
FBgn0037107	1	0	2	0	3285	89	599	743	852
FBgn0037108	1052	1219	2228	5	364	97	615	9	471
FBgn0037109	419	1	6	0	1161	101	848	467	818
FBgn0037110	195	13	181	40	143	1	27	0	82
FBgn0267617	0	0	0	0	0	0	0	0	0
FBgn0043783	0	1	1	40	0	0	0	1	0
FBgn0052445	0	0	0	0	0	0	0	0	9
FBgn0052446	1448	1122	710	43	243	1	0	301	562
FBgn0267618	0	0	0	0	1	0	0	2	120
FBgn0264711	1	1	0	0	42	0	0	0	11
FBgn0037114	0	0	0	0	2	0	0	8	3
FBgn0264708	0	0	0	0	0	0	0	0	0
FBgn0267580	0	1	0	0	0	0	0	0	0
FBgn0262417	0	0	0	0	0	0	0	0	0
FBgn0037115	0	0	3	2	0	0	0	0	0
FBgn0037116	454	0	106	0	10	2	5	91	360
FBgn0264710	0	0	0	0	0	0	0	0	0
FBgn0037117	2	2	1	0	217	0	0	0	149
FBgn0261059	0	0	1	0	3	0	0	0	0
FBgn0264709	0	0	0	0	0	0	0	0	0
FBgn0052447	0	1	0	0	0	0	0	0	0
FBgn0037120	153	1515	196	38	583	161	1065	636	940
FBgn0037121	54	202	57	26	513	9	116	113	155
FBgn0037122	0	0	0	20	1	22	166	2	0
FBgn0037123	1	0	0	0	0	0	0	0	0
FBgn0037124	0	0	0	0	0	0	0	0	0
FBgn0037125	0	0	0	0	0	0	0	0	0
FBgn0264480	0	0	0	0	0	0	0	0	0
FBgn0037126	0	0	0	24	0	0	0	0	0
FBgn0037127	0	8	0	0	0	0	0	0	0
FBgn0037128	0	0	0	0	0	0	0	0	0
FBgn0037129	0	0	0	0	0	0	0	0	0
FBgn0037130	0	1	96	1	1111	170	877	358	181
FBgn0037131	0	0	0	0	0	0	0	0	0
FBgn0267619	0	0	0	1	14	0	0	0	58
FBgn0037133	0	0	120	0	0	0	0	1	15
FBgn0267620	0	0	0	0	0	0	0	1	0
FBgn0000560	0	3	6	0	0	16	117	0	0
FBgn0264487	0	0	0	0	0	0	0	0	0
FBgn0022936	292	2	2	2	11	62	296	13	138
FBgn0037134	225	1	0	34	4	22	154	75	314
FBgn0037135	1221	128	1469	139	5090	306	3458	1656	1244
FBgn0052448	23	105	20	7	85	1	1	45	26
FBgn0263001	0	0	0	0	8	0	0	0	0
FBgn0046301	0	1	169	31	883	48	240	4	287
FBgn0037137	144	320	11	6	234	74	451	166	50
FBgn0037138	1770	2143	3732	462	5693	526	2954	2504	3424
FBgn0037139	0	0	0	0	0	0	0	0	0
FBgn0262737	911	374	494	126	4814	142	891	1928	3123
FBgn0052449	0	0	0	0	0	0	0	0	0
FBgn0264470	0	0	8	1	0	4	33	0	11
FBgn0267621	0	2	0	0	0	0	0	0	0
FBgn0037140	0	0	0	5	0	0	0	0	320
FBgn0037141	2	1	21	32	2	5	66	172	1028
FBgn0037142	474	0	96	34	69	71	369	394	1742
FBgn0037143	0	0	0	0	0	0	0	0	1
FBgn0267453	0	0	0	0	0	0	0	0	0
FBgn0037144	0	0	0	0	0	0	0	0	0
FBgn0085291	0	0	0	0	0	0	0	0	0
FBgn0267321	0	0	0	0	0	0	0	0	0
FBgn0029091	0	0	0	0	0	0	0	0	0
FBgn0037146	0	248	48	0	19	0	2	0	0
FBgn0000045	2	329	184	1	354	15	88	125	141
FBgn0037147	0	0	0	0	0	0	0	0	0
FBgn0263249	0	0	0	1	0	0	0	0	0
FBgn0265898	0	0	0	0	0	0	0	0	0
FBgn0004514	0	0	0	0	98	0	0	36	0
FBgn0037149	2	414	0	0	0	19	143	168	206
FBgn0027532	1	52	527	127	865	43	351	6	323
FBgn0264727	0	1	4	3	0	0	0	1	0
FBgn0037150	0	1121	150	15	432	55	478	105	10
FBgn0037151	29	1	0	13	1	0	0	0	222
FBgn0000100	3364	3429	4032	343	7864	887	7138	4216	6113
FBgn0259973	0	0	0	0	0	0	0	0	0
FBgn0004414	0	0	0	0	3	0	5	4	2
FBgn0266771	11	0	0	0	0	0	0	0	0
FBgn0037153	2	242	20	2	1999	269	1627	330	922
FBgn0267633	0	9	1	0	2	23	103	0	0
FBgn0267634	0	52	0	0	0	0	0	0	0
FBgn0266395	85	58	34	9	75	2	34	3	1
FBgn0028500	0	0	498	5	1	0	0	1	0
FBgn0015075	497	1	339	0	600	56	265	470	4
FBgn0037156	197	247	2	27	170	9	103	77	28
FBgn0004179	3	456	132	64	4346	143	999	774	2977
FBgn0025702	1	87	1	5	18	149	736	404	87
FBgn0267622	0	0	0	0	0	0	0	3	0
FBgn0011771	104	2218	947	150	2170	88	751	156	2049
FBgn0027086	995	2868	331	38	365	20	197	239	1440
FBgn0004449	250	769	927	83	2576	196	1100	776	1500
FBgn0052450	0	0	0	0	0	0	0	0	0
FBgn0267625	0	0	0	0	0	0	0	0	0
FBgn0267624	0	50	13	0	20	1	1	0	0
FBgn0267626	0	0	0	0	0	0	0	52	0
FBgn0267627	70	0	0	0	151	0	1	2	227
FBgn0266772	0	0	0	1	0	0	0	0	0
FBgn0267628	0	0	0	0	0	0	0	0	0
FBgn0037162	0	0	0	0	35	0	0	0	32
FBgn0037163	0	0	0	0	3	0	26	0	0
FBgn0037164	0	0	0	0	0	0	0	0	0
FBgn0037165	0	0	0	0	11	0	0	0	0
FBgn0037166	794	978	1017	224	59	0	0	1	0
FBgn0266931	24	0	0	2	3	0	0	0	0
FBgn0037167	1533	553	1335	190	1	0	0	4	0
FBgn0266979	0	0	0	0	0	0	0	0	40
FBgn0266980	0	0	0	0	23	0	0	0	0
FBgn0263004	1	0	0	0	0	1	0	1	0
FBgn0263036	0	0	0	0	69	0	0	1	0
FBgn0263035	0	0	0	0	49	0	0	1	0
FBgn0263034	0	0	0	0	29	0	0	2	0
FBgn0266978	0	0	0	0	0	1	19	0	0
FBgn0262182	0	0	0	0	0	0	0	0	0
FBgn0037169	0	0	0	0	0	0	0	0	0
FBgn0037170	0	0	0	0	0	0	0	0	0
FBgn0037171	103	9	5	1	2	35	312	170	60
FBgn0037172	0	0	0	0	0	0	0	0	0
FBgn0267629	0	1	0	0	31	1	2	0	0
FBgn0266930	0	0	0	0	0	0	0	0	0
FBgn0053766	0	0	0	0	0	0	0	0	0
FBgn0053767	1	0	0	0	0	0	0	0	1
FBgn0053768	1	0	0	0	0	0	2	0	0
FBgn0053769	0	0	0	0	0	0	0	0	0
FBgn0053770	0	0	0	0	0	0	0	0	0
FBgn0053771	0	0	0	0	0	0	0	0	0
FBgn0053772	0	0	0	0	0	0	7	0	0
FBgn0262951	0	0	0	0	0	0	0	0	0
FBgn0262249	0	0	0	0	0	0	0	0	0
FBgn0037174	0	0	0	0	0	0	0	0	0
FBgn0037175	0	0	0	0	0	0	0	0	0
FBgn0037176	2	1731	1	0	0	0	0	0	0
FBgn0037177	0	0	0	0	0	0	0	0	0
FBgn0037178	0	0	0	0	0	0	0	0	0
FBgn0037179	0	0	0	0	0	0	0	0	0
FBgn0037180	0	0	0	0	0	0	0	0	0
FBgn0052453	0	0	0	0	0	0	0	0	0
FBgn0266591	0	0	0	0	0	0	0	0	0
FBgn0267947	0	0	0	0	0	0	0	0	0
FBgn0037181	0	26	0	0	0	0	0	1	9
FBgn0037182	1824	610	357	26	1092	84	605	236	1039
FBgn0052452	93	0	17	0	686	0	0	1	68
FBgn0016034	92	0	0	0	0	0	0	0	0
FBgn0037183	0	0	0	0	0	0	0	0	0
FBgn0037184	0	1	395	0	0	1	7	219	0
FBgn0037185	76	1	0	0	0	18	152	19	34
FBgn0260481	0	0	0	0	1	0	0	2	0
FBgn0037186	0	0	6	0	0	0	0	31	3
FBgn0010830	189	281	7	10	2	2	0	254	38
FBgn0266656	0	0	0	0	0	0	0	0	0
FBgn0037188	839	2	145	17	3326	49	327	265	1041
FBgn0052451	148	144	2661	45	5666	329	1810	867	2466
FBgn0267623	0	290	0	1	0	8	113	2	0
FBgn0037191	0	2	0	0	2	0	0	2	164
FBgn0027339	3086	2719	1542	249	6753	844	3977	5728	7352
FBgn0266977	0	0	0	0	0	0	0	0	0
FBgn0037195	0	0	0	0	0	0	0	0	0
FBgn0267219	0	0	13	0	3	0	17	13	0
FBgn0266585	0	0	0	0	0	0	0	0	1
FBgn0052460	0	0	0	0	0	0	0	0	0
